equanimity,eeq'nimity,eq'nimity,
equate,iqaet,,
equation,iqaezhn,,
equator,iqaetr,,
equatorial,eeqeutauriul,eqeutauriul,
equestrian,iqestriun,,
equidistant,eeqeudistnt,eeqidistnt,
equilateral,eeq'latr'l,eeqilatr'l,
equilibrium,eeq'librium,eeqilibrium,
equine,eeqien,eqien,
equinoctial,eeq'nokshl,eeqinokshl,
equinox,eeq'nox,eeqinox,
equip,iqip,,
equipment,iqipmnt,,
equipped,iqipt,,
equitable,eqeuteubl,eqiteubl,
equitably,eqeuteubly,eqiteubly,
equity,eqity,,
equivalence,iqivl'ns,,
equivalent,iqivl'nt,,
equivocal,iqiveukl,,
equivocation,iqiveukaeshn,,
era,ira,eera,
eradicate,iradeukaet,iradikaet,
eradication,iradeukaeshn,iradikaeshn,
erase,iraes,iraez,
eraser,iraesr,iraezr,
erasure,iraeshr,iraezhr,
ere,er,air,
erect,irekt,,
erection,irekshn,,
erectly,irektly,,
erectness,irektnes,,
ergonomics,eurg'nomiks,,
Eric,Erik,Ereek,
ermine,eurmn,eurmin,
erode,iroed,,
erogenous,iroj'neus,,
erosion,iroezhn,,
erosive,iroesiv,,
erotic,irotik,,
erotica,irotika,,
eroticism,iroteusizm,irotisizm,
err,er,eur,
errand,er'nd,,
errant,er'nt,,
errata,eraata,,
erratic,iratik,,
erratically,iratikly,,
erroneous,iroenius,,
erroneously,iroeniusly,,
error,er'r,,
erudite,eryeudiet,eroodiet;eruediet,
eruditely,eryeudietly,eroodietly;eruedietly,
erudition,eryeudishn,eroodishn;eruedishn,
erupt,irupt,,
eruption,irupshn,,
escalate,esk'laet,,
escalation,esk'laeshn,,
escalator,esk'laetr,,
escapade,eskeupaed,,
escape,iskaep,,
escaped,iskaept,,
escapee,iskaepee,,
escapism,iskaepizm,,
escapist,iskaepist,,
escarpment,iskaarpmnt,,
eschew,eschoo,ischoo,
escort,eskaurt,,n
escort,iskaurt,,v
escutcheon,iskuchn,,
Eskimo,Esk'moe,Eskimoe,
esophagus,isofeugeus,eesofeugeus,
esoteric,eseuterik,esoeterik,
especial,ispeshl,,
especially,ispesh'ly,,
espionage,espiunaazh,,
espousal,ispouzl,,
espouse,ispouz,,
espresso,espresoe,,
espy,ispie,,
essay,esae,,n
essayist,esaeist,,
essence,esns,,
essential,isenshl,,
essentially,isensh'ly,,
establish,istablish,,
establishment,istablishmnt,,
estate,istaet,,
esteem,isteem,,
esthete,estheet,eestheet,
esthetic,esthetik,eesthetik,
esthetically,esthetikly,eesthetikly,
esthetics,esthetiks,eesthetiks,
estimable,est'meubl,estimeubl,
estimate,est'meut,estimeut,n
estimate,est'maet,estimaet,v
estimated,est'maetid,estimaetid,
estimation,est'maeshn,estimaeshn,
estrange,istraenj,,
estranged,istraenjd,,
estrangement,istraenjmnt,,
estuary,eschooery,estuery,
etch,ech,,
etcher,echr,,
etching,eching,,
eternal,iteurnl,,
eternally,iteurn'ly,,
eternity,iteurnity,,
ether,eethr,,
ethereal,ithiriul,itheeriul,
ethic,ethik,,
ethical,ethikl,,
ethically,ethikly,,
ethics,ethiks,,
Ethiopian,Eethioepiun,,
ethnic,ethnik,,
ethnically,ethnikly,,
ethnological,ethn'lojikl,,
ethnologist,ethnoleujist,,
ethnology,ethnoleujy,,
ethos,eethos,,
etiquette,etikeut,etiket,
etymological,etm'lojikl,etim'lojikl,
etymologist,et'moleujist,etimoleujist,
etymology,et'moleujy,etimoleujy,
eucalyptus,uek'lipteus,,
Eucharist,Uek'reust,Uek'rist,
eulogise,ueleujiez,,
eulogize,ueleujiez,,
eulogy,ueleujy,,
eunuch,ueneuk,,
euphemism,uef'mizm,uefimizm,
euphemistic,uef'mistik,uefimistik,
euphemistically,uef'mistikly,uefimistikly,
euphoria,uefauria,,
euphoric,uefaurik,ueforik,
Eurasian,Ueraezhn,,
eureka,uereeka,,
euro,ueroe,,
Europe,Uereup,,
European,Uereupeeun,,
euthanasia,ueth'naezha,ueth'naezia,
evacuate,ivakueaet,,
evacuation,ivakueaeshn,,
evacuee,ivakueee,,
evade,ivaed,,
evaluate,ivalueaet,,
evaluation,ivalueaeshn,,
evangelical,eevanjelikl,,
evangelism,ivanj'lizm,,
evangelist,ivanj'list,,
evangelistic,ivanj'listik,,
evaporate,ivap'raet,,
evaporation,ivap'raeshn,,
evasion,ivaezhn,,
evasive,ivaesiv,,
evasively,ivaesivly,,
evasiveness,ivaesivnes,,
Eve,Eev,,
eve,eev,,
even,eevn,,
evenhanded,eevnhandid,,
evening,eevning,,n
evening,eev'ning,,v
evenings,eevningz,,
evenly,eevnly,,
evenness,eevnnes,,
event,ivent,,
eventful,iventfl,,
eventide,eevntied,,
eventual,ivenchooul,,
eventuality,ivenchooality,,
eventually,ivenchoouly,,
ever,evr,,
evergreen,evrgreen,,
everlasting,evrlasting,evrlaasting,
evermore,evrmaur,,
every,evry,,
everybody,evrybody,,
everyday,evrydae,,
everyone,evrywun,,
everyplace,evryplaes,,
everything,evrything,,
everywhere,evrywher,evrywair;evrywhair,
evict,ivikt,,
eviction,ivikshn,,
evidence,eveudns,evidns,
evident,eveudnt,evidnt,
evidently,eveudntly,evidntly,
evil,eevl,,
evildoer,eevldoour,eevldoor,
evilly,eev'ly,,
evince,ivins,,
eviscerate,ivis'raet,,
evocation,eevoekaeshn,,
evocative,ivokeutiv,,
evoke,ivoek,,
evolution,ev'looshn,eev'looshn,
evolutionary,ev'loosh'nery,eev'looshn'ry;eev'loosh'nery,
evolve,ivolv,,
ewe,ue,,
ewer,ueur,uer,
ex,ex,,
exacerbate,igzasrbaet,,
exacerbation,igzasrbaeshn,,
exact,igzakt,,
exacting,igzakting,,
exactitude,igzakt'tood,igzaktitued,
exactly,igzaktly,,
exactness,igzaktnes,,
exaggerate,igzaj'raet,,
exaggerated,igzaj'raetid,,
exaggeration,igzaj'raeshn,,
exalt,igzault,,
exaltation,igzaultaeshn,,
exam,igzam,,
examination,igzam'naeshn,igzaminaeshn,
examine,igzamn,igzamin,
examiner,igzam'nr,igzaminr,
example,igzampl,igzaampl,
exasperate,igzasp'raet,,
exasperated,igzasp'raetid,,
exasperating,igzasp'raeting,,
exasperation,igzasp'raeshn,,
excavate,exkeuvaet,,
excavation,exkeuvaeshn,,
excavator,exkeuvaetr,,
exceed,ixeed,,
exceedingly,ixeedingly,,
excel,ixel,,
excellence,exl'ns,,
Excellency,Exl'nsy,,
excellent,exl'nt,,
excellently,exl'ntly,,
except,ixept,,
excepting,ixepting,,
exception,ixepshn,,
exceptional,ixepsh'nl,,
exceptionally,ixepshn'ly,,
excerpt,exeurpt,,n
excerpt,exeurpt,,v
excess,ixes,exes,adj
excess,ixes,,n
excesses,ixesiz,,
excessive,ixesiv,,
excessively,ixesivly,,
exchange,ixchaenj,,
exchangeable,ixchaenjeubl,,
excise,exiez,,n
excise,ixiez,,v
excision,ixizhn,,
excitability,ixieteubility,,
excitable,ixieteubl,,
excite,ixiet,,
excited,ixietid,,
excitedly,ixietidly,,
excitement,ixietmnt,,
exciting,ixieting,,
exclaim,ixklaem,,
exclamation,exkl'maeshn,,
exclamatory,ixklameutaury,ixklameut'ry,
exclude,ixklood,,
excluding,ixklooding,,
exclusion,ixkloozhn,,
exclusive,ixkloosiv,,
exclusively,ixkloosivly,,
excommunicate,exk'mueneukaet,exk'muenikaet,
excommunication,exk'mueneukaeshn,exk'muenikaeshn,
excrement,exkr'mnt,exkrimnt,
excrescence,ixkresns,,
excreta,ixkreeta,,
excrete,ixkreet,,
excretion,ixkreeshn,,
excruciating,ixkrooshiaeting,,
excruciatingly,ixkrooshiaetingly,,
excursion,ixkeurzhn,ixkeurshn,
excusable,ixkuezeubl,,
excuse,ixkues,,n
excuse,ixkuez,,v
execrable,exikreubl,,
execute,exikuet,,
execution,exikueshn,,
executioner,exikuesh'nr,,
executive,igzekyeutiv,igzekuetiv,
executor,igzekyeutr,igzekuetr,
exemplary,igzempl'ry,,
exemplification,igzempleufeukaeshn,igzemplifikaeshn,
exemplify,igzempleufie,igzemplifie,
exempt,igzempt,,
exemption,igzempshn,,
exercise,exrsiez,,
exert,igzeurt,,
exertion,igzeurshn,,
exhalation,exh'laeshn,,
exhale,exhael,,
exhaust,igzaust,,
exhausted,igzaustid,,
exhausting,igzausting,,
exhaustion,igzauschn,,
exhaustive,igzaustiv,,
exhaustively,igzaustivly,,
exhibit,igzibeut,igzibit,
exhibition,exeubishn,exibishn,
exhibitionism,exeubish'nizm,exibish'nizm,
exhibitionist,exeubish'nist,exibish'nist,
exhibitor,igzibeutr,igzibitr,
exhilarate,igzil'raet,,
exhilarating,igzil'raeting,,
exhilaration,igzil'raeshn,,
exhort,igzaurt,,
exhortation,egzaurtaeshn,,
exhumation,exuemaeshn,exhuemaeshn,
exhume,igzuem,exhuem,
exigency,exeujnsy,exijnsy,
exigent,exeujnt,egzijnt,
exile,egziel,exiel,
exist,igzist,,
existence,igzistns,,
existent,igzistnt,,
existentialism,egzistensh'lizm,,
existentialist,egzistensh'list,,
existing,igzisting,,
exit,egzeut,exit,
exodus,exeudeus,,
exonerate,igzon'raet,,
exoneration,igzon'raeshn,,
exorbitance,igzaurbeutns,igzaurbitns,
exorbitant,igzaurbeutnt,igzaurbitnt,
exorbitantly,igzaurbeutntly,igzaurbitntly,
exorcise,exaursiez,,
exorcize,exaursiez,,
exotic,igzotik,,
expand,ixpand,,
expanded,ixpandid,,
expanse,ixpans,,
expansion,ixpanshn,,
expansive,ixpansiv,,
expansively,ixpansivly,,
expansiveness,ixpansivnes,,
expatriate,expaetriut,expatriut,adj
expatriate,expaetriaet,expatriaet,v
expect,ixpekt,,
expectancy,ixpektnsy,,
expectant,ixpektnt,,
expectantly,ixpektntly,,
expectation,expektaeshn,,
expectorate,ixpekt'raet,,
expedience,ixpeediuns,,
expediency,ixpeediunsy,,
expedient,ixpeediunt,,
expediently,ixpeediuntly,,
expedite,expeudiet,expidiet,
expedition,expeudishn,expidishn,
expeditionary,expeudish'nery,expidishn'ry,
expeditious,expeudishs,expidishs,
expeditiously,expeudishsly,expidishsly,
expel,ixpel,,
expend,ixpend,,
expendable,ixpendeubl,,
expenditure,ixpendichr,,
expense,ixpens,,
expenses,ixpensiz,,
expensive,ixpensiv,,
expensively,ixpensivly,,
experience,ixpiriuns,ixpeeriuns,
experienced,ixpiriunst,ixpeeriunst,
experiment,ixper'mnt,ixperimnt,n
experiment,ixper'ment,ixperimnt;ixperiment,v
experimental,ixper'mentl,ixperimentl,
experimentally,ixper'ment'ly,ixperiment'ly,
experimentation,ixper'mentaeshn,ixperimentaeshn,
experimenter,ixper'mentr,ixperimntr;ixperimentr,
expert,expeurt,,
expertise,exprteez,expeurteez,
expertly,expeurtly,,
expertness,expeurtnes,,
expiate,expiaet,,
expiation,expiaeshn,,
expiration,exp'raeshn,expiraeshn,
expire,ixpier,,
explain,ixplaen,,
explanation,expl'naeshn,,
explanatory,ixplaneutaury,ixplaneut'ry,
expletive,expleutiv,ixpleetiv;expleetiv,
explicable,ixplikeubl,,
explicate,expleukaet,explikaet,
explicit,ixpliseut,ixplisit,
explicitly,ixpliseutly,ixplisitly,
explicitness,ixpliseutnes,ixplisitnes,
explode,ixploed,,
exploit,exploit,,n
exploit,ixploit,,v
exploitation,exploitaeshn,,
exploration,expl'raeshn,,
exploratory,ixplaureutaury,ixploreut'ry,
explore,ixplaur,,
explorer,ixplaur'r,,
explosion,ixploezhn,,
explosive,ixploesiv,,
explosively,ixploesivly,,
expo,expoe,,
exponent,ixpoen'nt,,
exponential,exp'nenshl,,
export,expaurt,,n
export,ixpaurt,,v
exportation,expaurtaeshn,,
exporter,ixpaurtr,,
expose,expoezae,,n
expose,ixpoez,,v
exposed,ixpoezd,,
exposition,expeuzishn,,
expostulate,ixposch'laet,ixposchoolaet,
exposure,ixpoezhr,,
expound,ixpound,,
express,ixpres,,
expression,ixpreshn,,
expressionism,ixpresh'nizm,,
expressionist,ixpresh'nist,,
expressionless,ixpreshnles,,
expressive,ixpresiv,,
expressively,ixpresivly,,
expressly,ixpresly,,
expressway,ixpreswae,,
expropriate,exproepriaet,,
expropriation,exproepriaeshn,,
expulsion,ixpulshn,,
expunge,ixpunj,,
expurgate,exprgaet,,
expurgation,exprgaeshn,,
exquisite,exqizeut,exqizit,
exquisitely,exqizeutly,exqizitly,
extant,extnt,extant,
extemporaneous,ixtemp'raenius,,
extemporaneously,ixtemp'raeniusly,,
extempore,ixtemp'ry,,
extemporise,ixtemp'riez,,
extemporize,ixtemp'riez,,
extend,ixtend,,
extension,ixtenshn,,
extensive,ixtensiv,,
extensively,ixtensivly,,
extent,ixtent,,
extenuate,ixtenueaet,,
extenuation,ixtenueaeshn,,
exterior,ixtiriur,ixteeriur,
exterminate,ixteurm'naet,ixteurminaet,
extermination,ixteurm'naeshn,ixteurminaeshn,
external,ixteurnl,,
externally,ixteurn'ly,,
extinct,ixtinkt,,
extinction,ixtinkshn,,
extinguish,ixtingwish,,
extinguisher,ixtingwishr,,
extol,ixtoel,,
extort,ixtaurt,,
extortion,ixtaurshn,,
extortionate,ixtaursh'neut,,
extra,extra,,
extract,extrakt,,n
extract,ixtrakt,,v
extraction,ixtrakshn,,
extracurricular,extreuk'riky'lr,extreuk'rikuelr,
extradite,extreudiet,,
extradition,extreudishn,,
extramarital,extra-mereutl,extra-maritl,
extraneous,ixtraenius,,
extraordinarily,ixtraurd'nerily,ixtraurdn'rily,
extraordinary,ixtraurd'nery,ixtraurdn'ry,
extrapolate,ixtrap'laet,,
extrapolation,ixtrap'laeshn,,
extrasensory,extreusens'ry,,
extravagance,ixtraveugns,,
extravagant,ixtraveugnt,,
extravagantly,ixtraveugntly,,
extravaganza,ixtraveuganza,,
extreme,ixtreem,,
extremely,ixtreemly,,
extremist,ixtreemist,,
extremities,ixtremeutyz,ixtremityz,
extremity,ixtremity,,
extricate,extreukaet,extrikaet,
extrication,extreukaeshn,extrikaeshn,
extrinsic,extrinsik,,
extroversion,extreuveurzhn,extreuveurshn,
extrovert,extreuveurt,,
extrude,ixtrood,,
extrusion,ixtroozhn,,
exuberance,igzoobr'ns,igzuebr'ns,
exuberant,igzoobr'nt,igzuebr'nt,
exuberantly,igzoobr'ntly,igzuebr'ntly,
exude,igzood,igzued,
exult,igzult,,
exultant,igzultnt,,
exultantly,igzultntly,,
exultation,igzultaeshn,,
eye,ie,,
eyeball,iebaul,,
eyebrow,iebrou,,
eye-catching,ie-kaching,,
eyeful,iefuul,,
eyeglass,ieglas,ieglaas,
eyeglasses,ieglasiz,ieglaasiz,
eyelash,ielash,,
eyelet,ieleut,ielit,
eyelid,ielid,,
eye-opener,ie-oep'nr,,
eyepiece,iepees,,
eyesight,iesiet,,
eyesore,iesaur,,
eyestrain,iestraen,,
eyeteeth,ieteeth,,
eyetooth,ietooth,,
eyewitness,iewitnes,,
eyrie,ery,eery,
fa,faa,,
fable,faebl,,
fabled,faebld,,
fabric,fabrik,,
fabricate,fabrikaet,,
fabrication,fabrikaeshn,,
fabulous,faby'leus,fabueleus,
fabulously,faby'leusly,fabueleusly,
facade,fsaad,,
face,faes,,
faceless,faesles,,
face-lift,faes-lift,,
face-saving,faes-saeving,,
facet,faseut,fasit,
facetious,fseeshs,,
facetiously,fseeshsly,,
facetiousness,fseeshsnes,,
facial,faeshl,,
facile,fasl,fasiel,
facilitate,fsileutaet,fsilitaet,
facilities,fsileutyz,fsilityz,
facility,fsility,,
facing,faesing,,
facsimile,faxim'ly,faximily,
fact,fakt,,
faction,fakshn,,
factitious,faktishs,,
factor,faktr,,
factory,fakt'ry,,
factotum,faktoetm,,
factual,fakchooul,,
factually,fakchoouly,,
faculty,faklty,,
fad,fad,,
fade,faed,,
faeces,feeseez,,
fag,fag,,
faggot,fageut,,
Fahrenheit,Fer'nhiet,Far'nhiet,
fail,fael,,
failing,faeling,,
fail-safe,fael-saef,,
failure,faely'r,,
faint,faent,,
fainthearted,faenthaartid,,
faintly,faently,,
faintness,faentnes,,
fair,fer,fair,
fairground,ferground,fairground,
fairly,ferly,fairly,
fairness,fernes,fairnes,
fairway,ferwae,fairwae,
fairy,fery,fairy,
fairyland,feryland,fairyland,
fairytale,ferytael,fairytael,
faith,faeth,,
faithful,faethfl,,
faithfully,faethf'ly,,
faithfulness,faethflnes,,
faithless,faethles,,
faithlessly,faethlesly,,
faithlessness,faethlesnes,,
fake,faek,,
fakir,fkir,faekeer,
falcon,falkn,faulkn,
falconry,falknry,faulknry,
fall,faul,,
fallacious,f'laeshs,,
fallacy,faleusy,,
fallen,faul'n,,
fallibility,faleubility,,
fallible,faleubl,,
fallout,faulout,,
fallow,faloe,,
false,fauls,,
falsehood,faulshuud,,
falsely,faulsly,,
falseness,faulsnes,,
falsetto,faulsetoe,,
falsification,faulseufeukaeshn,faulsifikaeshn,
falsify,faulseufie,faulsifie,
falsity,faulsity,,
falter,faultr,,
faltering,fault'ring,,
falteringly,fault'ringly,,
fame,faem,,
famed,faemd,,
familiar,fmily'r,fmiliur,
familiarise,fmily'riez,fmiliuriez,
familiarity,fmilyerity,fmiliarity,
familiarize,fmily'riez,fmiliuriez,
familiarly,fmily'rly,fmiliurly,
family,fam'ly,family,
famine,famn,famin,
famish,famish,,
famished,famisht,,
famous,faemeus,,
famously,faemeusly,,
fan,fan,,
fanatic,fnatik,,
fanatical,fnatikl,,
fanatically,fnatikly,,
fanaticism,fnateusizm,fnatisizm,
fancier,fansiur,,
fanciful,fansifl,,
fancifully,fansif'ly,,
fancy,fansy,,
fancy-free,fansy-free,,
fanfare,fanfer,fanfair,
fang,fang,,
fanny,fany,,
fantastic,fantastik,,
fantastically,fantastikly,,
fantasy,fanteusy,,
far,faar,,
faraway,faar-awae,,
farce,faars,,
farcical,faarsikl,,
fare,fer,fair,
farewell,ferwel,fairwel,
far-fetched,faar-fecht,,
far-flung,faar-flung,,
farm,faarm,,
farmer,faarmr,,
farmhand,faarmhand,,
farmhouse,faarmhous,,
farming,faarming,,
farmyard,faarmyaard,,
far-off,faar-auf,faar-of,
far-reaching,faar-reeching,,
farsighted,faarsietid,,
fart,faart,,
farther,faarthr,,
farthest,faartheust,faarthist,
farthing,faarthing,,
fascinate,fas'naet,fasinaet,
fascinating,fas'naeting,fasinaeting,
fascination,fas'naeshn,fasinaeshn,
fascism,fashizm,,
fascist,fashist,,
fashion,fashn,,
fashionable,fash'neubl,,
fashionably,fash'neubly,,
fast,fast,faast,
fasten,fasn,faasn,
fastener,fas'nr,faasnr,
fastening,fas'ning,faasning,
fastidious,fastidius,fstidius,
fastidiously,fastidiusly,fstidiusly,
fastidiousness,fastidiusnes,fstidiusnes,
fastness,fastnes,faastnes,
fat,fat,,
fatal,faetl,,
fatalism,faet'lizm,,
fatalist,faet'list,,
fatalistic,faet'listik,,
fatality,ftality,,
fate,faet,,
fated,faetid,,
fateful,faetfl,,
fatefully,faetf'ly,,
father,faathr,,
fatherhood,faathrhuud,,
father-in-law,faathr-in-lau,,
fatherland,faathrland,,
fatherless,faathrles,,
fatherly,faathrly,,
fathers-in-law,faathrz-in-lau,,
fathom,fathm,,
fathomless,fathmles,,
fatigue,fteeg,,
fatigues,fteegz,,
fatness,fatnes,,
fatten,fatn,,
fattening,fat'ning,,
fatty,faty,,
fatuous,fachoous,fatueus,
fatuously,fachoously,fatueusly,
faucet,fauseut,fausit,
fault,fault,,
faultfinding,faultfiending,,
faultily,faultily,,
faultless,faultles,,
faultlessly,faultlesly,,
faulty,faulty,,
faun,faun,,
fauna,fauna,,
favor,faevr,,
favorable,faev'reubl,,
favorably,faev'reubly,,
favorite,faev'reut,faev'rit,
favoritism,faev'reutizm,faev'ritizm,
favour,faevr,,
favourable,faev'reubl,,
favourably,faev'reubly,,
favourite,faev'reut,faev'rit,
favouritism,faev'reutizm,faev'ritizm,
fawn,faun,,
fax,fax,,
fealty,feeulty,,
fear,fir,feer,
fearful,firfl,feerfl,
fearfully,firf'ly,feerf'ly,
fearfulness,firflnes,feerflnes,
fearless,firles,feerles,
fearlessly,firlesly,feerlesly,
fearlessness,firlesnes,feerlesnes,
fearsome,firsm,feersm,
feasibility,feezeubility,,
feasible,feezeubl,,
feast,feest,,
feat,feet,,
feather,fethr,,
featherbedding,fethrbeding,,
feathered,fethrd,,
featherweight,fethrwaet,,
feathery,feth'ry,,
feature,feechr,,
features,feechrz,,
febrile,febriel,feebriel,
February,Febueery,Febueury,
feces,feeseez,,
feckless,fekles,,
fecund,feknd,,
fecundity,fikundity,,
fed,fed,,
federal,fedr'l,,
federalism,fedr'lizm,,
federalist,fedr'list,,
federate,fed'raet,,
federation,fed'raeshn,,
fee,fee,,
feeble,feebl,,
feeble-minded,feebl-miendid,,
feebleness,feeblnes,,
feebly,feebly,,
feed,feed,,
feedback,feedbak,,
feeder,feedr,,
feeding,feeding,,
feel,feel,,
feeler,feelr,,
feeling,feeling,,
feelingly,feelingly,,
feelings,feelingz,,
feet,feet,,
feign,faen,,
feint,faent,,
feldspar,feldspaar,,
felicitous,f'liseuteus,filisiteus,
felicity,f'lisity,filisity,
feline,feelien,,
fell,fel,,
fellow,feloe,,
fellowship,feloeship,,
felon,fel'n,,
felonious,f'loenius,filoenius,
felony,fel'ny,,
felt,felt,,
female,feemael,,
feminine,femn'n,feminin;fem'nin,
femininity,fem'ninity,femininity,
feminism,fem'nizm,feminizm,
feminist,fem'nist,feminist,
femur,feemr,,
fen,fen,,
fence,fens,,
fencer,fensr,,
fencing,fensing,,
fend,fend,,
fender,fendr,,
fennel,fenl,,
feral,fir'l,feer'l,
ferment,feurment,,n
ferment,frment,,v
fermentation,feurmntaeshn,feurmentaeshn,
fermented,frmentid,,
fern,feurn,,
ferocious,f'roeshs,,
ferociously,f'roeshsly,,
ferocity,f'rosity,,
ferret,fereut,ferit,
ferrous,fereus,,
ferrule,fer'l,ferool,
ferry,fery,,
ferryboat,feryboet,,
fertile,feurtl,feurtiel,
fertilisation,feurt'leuzaeshn,feurtiliezaeshn,
fertilise,feurt'liez,feurtiliez,
fertiliser,feurt'liezr,feurtiliezr,
fertility,frtility,,
fertilization,feurt'leuzaeshn,feurtiliezaeshn,
fertilize,feurt'liez,feurtiliez,
fertilizer,feurt'liezr,feurtiliezr,
fervent,feurvnt,,
fervently,feurvntly,,
fervid,feurveud,feurvid,
fervidly,feurveudly,feurvidly,
fervor,feurvr,,
fervour,feurvr,,
festal,festl,,
fester,festr,,
festival,festeuvl,festivl,
festive,festiv,,
festivities,festiveutyz,festivityz,
festivity,festivity,,
festoon,festoon,,
fetal,feetl,,
fetch,fech,,
fetching,feching,,
fete,faet,,
fetid,feteud,fetid,
fetish,fetish,,
fetlock,fetlok,,
fetter,fetr,,
fetters,fetrz,,
fettle,fetl,,
fetus,feeteus,,
feud,fued,,
feudal,fuedl,,
feudalism,fued'lizm,,
fever,feevr,,
feverish,feev'rish,,
feverishly,feev'rishly,,
few,fue,,
fey,fae,,
fez,fez,,
fiance,feeaansae,fionsae;feeonsae,
fiancee,feeaansae,fionsae;feeonsae,
fiasco,fiaskoe,,
fiat,feeut,fieat;feeat,
fib,fib,,
fibber,fibr,,
fiber,fiebr,,
fiberglass,fiebrglas,fiebrglaas,
fibre,fiebr,,
fibreglass,fiebrglas,fiebrglaas,
fibrous,fiebreus,,
fibula,fiby'la,fibuela,
fickle,fikl,,
fickleness,fiklnes,,
fiction,fikshn,,
fictional,fiksh'nl,,
fictitious,fiktishs,,
fiddle,fidl,,
fiddler,fidlr,,
fiddlesticks,fidlstiks,,
fidelity,fdelity,fidelity,
fidget,fijeut,fijit,
fidgety,fijity,,
fie,fie,,
fief,feef,,
field,feeld,,
fielder,feeldr,,
fieldwork,feeldweurk,,
fiend,feend,,
fiendish,feendish,,
fiendishly,feendishly,,
fierce,firs,feers,
fiercely,firsly,feersly,
fierceness,firsnes,feersnes,
fieriness,fieurynes,fierynes,
fiery,fieury,fiery,
fiesta,fiyesta,,
fife,fief,,
fifteen,fifteen,,
fifteenth,fifteenth,,
fifth,fifth,,
fiftieth,fiftiuth,fiftiith,
fifty,fifty,,
fig,fig,,
fight,fiet,,
fighter,fietr,,
fighting,fieting,,
figment,figmnt,,
figurative,figy'reutiv,fig'reutiv,
figuratively,figy'reutivly,fig'reutivly,
figure,figy'r,figr,
figurehead,figy'rhed,figrhed,
filament,fil'mnt,,
filbert,filbrt,,
filch,filch,,
file,fiel,,
filial,filiul,,
filibuster,fileubustr,filibustr,
filigree,fileugree,filigree,
filing,fieling,,
Filipino,Fileupeenoe,Filipeenoe,
fill,fil,,
fillet,filit,,
filling,filing,,
fillip,fileup,filip,
filly,fily,,
film,film,,
filmy,filmy,,
filter,filtr,,
filth,filth,,
filthiness,filthynes,,
filthy,filthy,,
filtrate,filtraet,,
filtration,filtraeshn,,
fin,fin,,
final,fienl,,
finale,fnaly,finaaly;finaly,
finalise,fien'liez,,
finalist,fien'list,,
finality,fienality,,
finalize,fien'liez,,
finally,fien'ly,,
finals,fienlz,,
finance,fnans,fienans,n
finance,fnans,fienans,v
finances,fnansiz,fienansiz,n
finances,fnansiz,fienansiz,v
financial,fnanshl,fienanshl,
financially,fnansh'ly,fienansh'ly,
financier,fin'nsir,fienansiur,
financing,fnansing,fienansing,
finch,finch,,
find,fiend,,
finder,fiendr,,
finding,fiending,,
fine,fien,,
finely,fienly,,
fineness,fiennes,,
finery,fien'ry,,
finesse,fnes,fines,
finger,finggr,,
fingering,fing'ring,,
fingernail,finggrnael,,
fingerprint,finggrprint,,
fingertip,finggrtip,,
finicky,finiky,,
finis,fineus,finis,
finish,finish,,
finished,finisht,,
finite,fieniet,,
Finn,Fin,,
Finnish,Finish,,
fiord,fyaurd,fiaurd,
fir,feur,,
fire,fier,,
firearm,fieraarm,,
fireball,fierbaul,,
firebomb,fierbom,,
firebrand,fierbrand,,
firebreak,fierbraek,,
firecracker,fierkrakr,,
firefighter,fierfietr,,
firefly,fierflie,,
fireman,fierman,,
firemen,fiermen,,
fireplace,fierplaes,,
firepower,fierpouur,fierpour,
fireproof,fierproof,,
fireside,fiersied,,
firewater,fierwautr,,
firewood,fierwuud,,
fireworks,fierweurks,,
firm,feurm,,
firmament,feurm'mnt,,
firmly,feurmly,,
firmness,feurmnes,,
first,feurst,,
firstborn,feurstbaurn,,
first-class,feurst-klas,feurst-klaas,
firsthand,feursthand,,
firstly,feurstly,,
first-rate,feurst-raet,,
firth,feurth,,
fiscal,fiskl,,
fish,fish,,
fisherman,fishrman,,
fishermen,fishrmen,,
fishery,fish'ry,,
fishhook,fishhuuk,,
fishing,fishing,,
fishy,fishy,,
fission,fishn,,
fissure,fishr,,
fist,fist,,
fisticuffs,fistikufs,,
fit,fit,,
fitful,fitfl,,
fitfully,fitf'ly,,
fitness,fitnes,,
fitted,fitid,,
fitting,fiting,,
five,fiev,,
fix,fix,,
fixate,fixaet,,
fixation,fixaeshn,,
fixative,fixeutiv,,
fixed,fixt,,
fixedly,fixidly,,
fixture,fixchr,,
fizz,fiz,,
fizzle,fizl,,
fizzy,fizy,,
fjord,fyaurd,fiaurd,
flab,flab,,
flabbergast,flabrgast,flabrgaast,
flabbergasted,flabrgastid,flabrgaastid,
flabbiness,flabynes,,
flabby,flaby,,
flaccid,flaseud,flaksid;flasid,
flag,flag,,
flagellate,flaj'laet,,
flagellation,flaj'laeshn,,
flagging,flaging,,
flagon,flagn,,
flagpole,flagpoel,,
flagrant,flaegr'nt,,
flagrantly,flaegr'ntly,,
flagship,flagship,,
flagstaff,flagstaf,flagstaaf,
flagstone,flagstoen,,
flail,flael,,
flair,fler,flair,
flak,flak,,
flake,flaek,,
flakiness,flaekynes,,
flaky,flaeky,,
flamboyance,flamboiuns,,
flamboyant,flamboiunt,,
flamboyantly,flamboiuntly,,
flame,flaem,,
